id,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronoun,f_12_proverb_do,f_13_wh_question,f_14_nominalization,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_61_stranded_preposition,f_62_split_infinitve,f_63_split_auxiliary,f_64_phrasal_coordination,f_66_neg_synthetic,f_67_neg_analytic,
524,ALM,23.82599552,4.731992141,33.40066967,1.300606027,2.905609209,2.352159836,0,9.021224783,4.206215236,2.850264272,0.719484185,1.272933558,0.027672469,39.76533747,10.18346847,209.4805878,1.688020588,0.276724687,8.661482691,1.826382932,3.210006365,0.221379749,0.221379749,15.08149542,1.383623433,0.636466779,3.320696239,2.518194648,1.02388134,0.802501591,2.407504774,0.581121842,1.466640839,0.719484185,0.802501591,1.051553809,0.636466779,1.24526109,120.568946,83.48783795,3.597420926,40.2634419,0.102056064,5.221511044,4.067852893,1.715693057,0.138362343,1.688020588,3.957163019,0.110689875,6.226305449,4.399922517,1.051553809,2.905609209,6.835099759,9.325621939,4.648974735,0.857846528,0.193707281,0.276724687,0.083017406,0.442759499,15.44123751,1.134571215,3.92949055
525,ALN,23.35537632,5.122128359,34.51702917,1.987691602,2.217040633,3.784259012,0.573372578,11.16165284,4.510530943,2.828638049,0.917396124,1.567218379,0,37.30744238,10.47360575,204.0824128,1.720117733,0.344023547,10.55005543,2.140590956,3.402010627,0.26757387,0.152899354,14.2960896,0.879171286,0.726271932,3.172661596,1.834792248,2.025916441,1.070295478,2.369939987,0.344023547,1.987691602,0.840946447,0.420473224,0.879171286,1.605443217,1.414319025,120.5611406,91.05156531,4.58698062,42.3913459,0.110011085,5.308907984,4.969229005,1.911241925,0.344023547,1.567218379,5.580826421,0.114674516,7.453843508,5.848400291,1.911241925,2.828638049,4.051832881,9.212186079,4.013608043,0.917396124,0.229349031,0.344023547,0.038224839,0.840946447,13.18756928,0.76449677,4.128282558
526,ALP,31.97442046,6.742432141,33.50363188,1.320682584,1.737740243,4.552879436,1.320682584,15.7786814,4.622389045,5.560768776,2.015778681,2.467591144,0.139019219,40.55885726,10.87825392,177.8403364,1.911514267,0.243283634,11.81663365,1.424946999,3.405970875,0.243283634,0.764605707,12.40746533,1.21641817,1.007889341,3.51023529,2.641365169,0.521322073,0.521322073,2.36332673,0.278038439,1.842004657,0.729850902,0.973134536,1.21641817,1.181663365,0.834115316,113.9610051,65.82560039,5.838807215,46.91898655,0.097973795,5.020018198,4.761408265,2.537100754,0.451812463,1.21641817,8.202133945,0.139019219,9.488061725,4.830917874,1.112153755,2.954158412,5.699787996,12.72025858,4.274840997,0.973134536,1.737740243,0.451812463,0.139019219,0.521322073,11.53859521,1.529211413,6.186355264
527,ALS,54.90044462,6.57258844,30.92982795,4.639474193,7.152522714,15.85153683,8.505702687,29.57664798,8.119079838,3.672917069,4.059539919,3.479605645,0,5.606031316,9.665571235,189.4451962,0.579934274,0,10.43881693,2.319737096,2.513048521,0.193311425,0,10.05219408,1.353179973,1.159868548,0.579934274,2.126425672,0.386622849,0.386622849,0.386622849,0.773245699,0.773245699,0.773245699,0,0,1.546491398,0.579934274,76.93794703,57.60680456,3.479605645,64.37270443,0.214575681,4.394699812,0,1.739802822,0.386622849,1.546491398,4.446162768,1.739802822,7.152522714,3.092982795,0.579934274,5.026097042,6.959211289,11.59868548,2.126425672,2.513048521,13.3384883,0.386622849,0,0.386622849,5.219408467,2.319737096,4.639474193
528,ALT,60.69327994,5.819046427,7.883869353,3.31623076,7.007883869,1.814541359,0,29.15780253,4.192216243,1.439119009,0.37542235,1.751970967,0,17.14428732,8.196721311,236.578651,1.501689401,0.625703917,9.63584032,1.251407834,2.440245276,0.563133525,0.062570392,11.88837442,1.501689401,1.063696659,3.31623076,1.564259792,1.188837442,1.313978226,1.814541359,0.37542235,0.875985484,2.252534101,0.37542235,1.439119009,0.563133525,1.251407834,127.1430359,79.71467901,3.191089976,41.85959204,0.163809285,4.927228242,2.627956451,1.564259792,0.250281567,1.689400576,2.064822926,0.250281567,7.320735828,3.003378801,0.7508447,1.501689401,4.755349768,8.947566012,6.632461519,2.002252534,0,0,0.125140783,0.125140783,15.76773871,1.376548617,4.06707546
529,ALU,46.12581977,9.327179985,19.89312606,3.279086714,4.80932718,6.801068739,1.433082342,26.35414137,4.250667962,2.526111246,1.505950935,1.117318436,0,19.04299247,8.331309206,235.0740831,1.457371873,0.145737187,8.549914987,1.894583435,2.59897984,0.412922031,0.291474375,11.63468545,1.773135778,2.016031091,2.623269371,1.821714841,0.19431625,0.80155453,1.335924217,0.558659218,1.894583435,1.894583435,0.582948749,1.360213748,1.068739373,1.044449842,129.7303862,55.96307991,3.060480933,41.5593879,0.119795968,4.834465312,1.967452028,1.530240466,0.437211562,1.724556716,3.716298275,0.340053437,6.995384989,3.157639058,1.190187029,2.939033277,6.776779208,11.87758076,3.643429682,1.068739373,0.631527812,0.388632499,0,0.485790624,10.6631042,1.530240466,3.157639058
530,ALV,16.04865607,6.572493624,44.45752403,1.530311948,3.492250343,5.179517363,0.431626447,5.591524426,5.238375515,2.491661762,0.706297822,1.432215028,0.019619384,33.62762409,11.43810084,241.3576614,1.471453796,0.294290759,10.53560918,1.5891701,2.962526977,0.431626447,0.353148911,11.94820483,1.353737493,1.236021189,2.884049441,2.844810673,1.569550716,0.667059054,1.079066117,0.176574456,1.314498725,1.922699627,0.980969198,0.686678438,1.020207965,1.255640573,112.6545026,79.73317638,4.649793996,36.59015107,0.131606828,5.19006203,2.707474985,1.196782421,0.156955072,1.608789484,3.531489111,0.215813223,5.414949971,4.806749068,1.373356877,4.66941338,5.670001962,9.201491073,3.041004512,0.470865215,0.725917206,0.333529527,0.019619384,0.588581519,11.59505592,0.725917206,2.923288209
531,ALW,14.60355246,6.439602026,43.38338522,1.38863456,3.067203809,2.624671916,0.640908259,5.112006348,4.623695294,2.105841421,0.946102667,1.327595678,0.01525972,39.06488433,12.94024293,249.618507,1.571751206,0.152597204,9.33894891,1.312335958,3.753891229,0.320454129,0.228895807,11.06329732,1.510712324,0.885063786,2.823048282,3.158762131,1.083440151,0.579869377,1.144479033,0.152597204,0.854544345,1.846426173,0.808765183,0.564609656,1.05292071,1.03766099,112.1894647,80.2508698,4.059085638,35.78404444,0.114737838,5.325445521,2.670451077,1.480192883,0.228895807,1.449673442,3.250320454,0.167856925,5.066227187,4.913629982,1.083440151,4.074345358,6.21070622,9.171091986,3.677592627,0.595129097,0.518830495,0.381493011,0.030519441,0.442531893,12.32985412,0.747726302,2.838308002
532,ALX,55.39759699,5.594790425,19.12317711,5.457213611,4.402458039,17.0595249,3.989727598,26.00201779,3.852150784,0.963037696,1.10061451,1.880216454,0.045858938,9.813812712,16.23406402,247.8675594,0.504448317,0.22929469,6.14509768,0.733743007,2.476382647,0.458589379,0.504448317,12.61120792,3.898009722,2.017793268,2.613959461,2.109511144,0.550307255,0.779601944,0.917178758,0.183435752,0.687884069,1.834357516,0.183435752,1.054755572,1.421627075,1.788498578,101.0730991,52.41676603,2.705677337,34.44006237,0.142621297,4.753904601,0.458589379,1.054755572,0.183435752,0.275153627,2.247087957,0.275153627,3.301843529,2.063652206,0.779601944,4.494175915,6.236815555,8.896633954,4.723470604,0.412730441,0.137576814,0.366871503,0,0.504448317,8.254608823,1.329909199,3.668715033
533,ALY,61.13439647,7.093078049,3.819349719,3.224126386,4.29056819,0.22320875,0,17.45988443,4.216165274,0.768830138,0.644825277,0.322412639,0,16.83986012,7.613898465,256.2684457,1.46325736,0.272810694,6.869869299,1.091242777,1.984077776,0.248009722,0.049601944,11.92926763,1.537660276,1.686466109,2.083281665,2.653704025,0.421616527,0.520820416,2.25688847,0.198407778,1.661665137,4.488975968,0.22320875,1.091242777,0.099203889,0.942436944,135.8597257,54.6861437,2.504898192,35.56459413,0.116539768,4.805093129,1.785669998,1.24004861,0.372014583,1.364053471,2.083281665,0.421616527,5.580218745,0.694427222,0.198407778,0.917635971,2.926514719,7.56429652,3.918553607,0.248009722,0.22320875,0.148805833,0.049601944,0.124004861,6.721063466,0.471218472,2.281689442
534,AM0,2.013725127,2.517156408,66.58541109,7.789936674,2.119710659,11.47293394,19.63381998,2.808616624,5.88219708,2.199199809,2.543652791,1.907739594,0.185474683,20.32272595,10.1216184,229.9356138,1.483797462,0.07948915,16.48075038,3.788982804,1.218833629,0.291460216,0.264963832,10.1216184,0.953869797,1.086351713,1.536790228,3.577011738,0.609416815,0.397445749,2.278688959,0.211971066,0.741898731,0.556424048,0.635913198,0.450438515,2.729127474,0.635913198,101.8785936,77.28994992,5.80270793,50.92604859,0.088762884,4.551637651,0.768395114,3.391537055,0.211971066,2.729127474,7.180519859,0.132481916,4.424896002,5.193291116,1.377811929,5.299276649,1.775257677,8.134389656,2.305185342,0.291460216,10.49256776,0.370949365,0.026496383,0.953869797,17.93805146,0.821387881,3.418033438
535,AM1,32.98110791,12.80819725,22.41434518,4.162664105,3.842459174,0.640409862,0,7.364713417,7.044508485,3.842459174,0.320204931,0.320204931,0.320204931,18.89209094,9.606147935,233.4293948,2.88184438,0.640409862,8.965738072,1.280819725,1.921229587,0,0.320204931,7.364713417,2.561639449,1.280819725,5.44348383,2.88184438,0.960614793,0.320204931,2.561639449,0.640409862,1.280819725,0.640409862,0.320204931,0.320204931,0.320204931,0.320204931,131.6042267,78.45020813,3.202049312,49.95196926,0.278898495,4.821290095,3.522254243,2.561639449,0,0.640409862,5.123278898,0.320204931,6.083893692,5.44348383,0.640409862,5.123278898,1.921229587,10.88696766,1.921229587,0.640409862,0.320204931,0,0,0.640409862,7.364713417,0,4.482869036
536,AM2,3.563174114,3.948382126,59.99614792,4.718798151,3.081664099,1.25192604,2.50385208,15.5046225,4.237288136,3.081664099,0.385208012,0.963020031,0,11.17103236,11.94144838,253.4668721,1.348228043,0.096302003,12.90446841,1.637134052,0.770416025,0.096302003,0.288906009,11.74884438,1.540832049,0.963020031,2.214946071,3.75577812,0.866718028,0.385208012,2.118644068,0.096302003,1.059322034,1.348228043,0.577812018,0.577812018,0.674114022,0.481510015,118.0662558,89.07935285,6.163328197,41.31355932,0.194626348,4.835645907,1.540832049,1.733436055,0.385208012,1.733436055,4.815100154,0.577812018,4.237288136,6.644838213,0.963020031,2.696456086,1.059322034,11.94144838,1.926040062,0,0.192604006,0,0.096302003,0.096302003,15.6972265,0.770416025,2.889060092
537,AM4,39.02545613,8.041079428,27.72861357,3.692778324,4.894570086,2.250628209,0.502567464,4.676062493,8.172183983,2.447285043,1.223642522,1.59510543,0.021850759,30.87512291,9.810990932,235.4200808,1.311045559,0.30591063,8.740303726,1.726209986,5.244182235,0.524418224,0.196656834,12.25827598,1.485851633,0.742925817,3.233912378,2.294329728,0.786627335,1.158090244,1.529553152,0.30591063,0.852179613,1.464000874,0.852179613,0.764776576,1.332896318,1.507702393,110.2807823,64.41603846,3.452419972,41.5164427,0.110040424,4.961404034,1.988419098,2.359882006,0.458865946,1.59510543,4.697913252,0.393313668,3.408718453,3.933136676,1.485851633,4.829017808,9.505080302,10.51021523,4.173495029,1.070687206,0.655522779,0.218507593,0,0.568119742,9.308423468,1.90101606,4.829017808
538,AM5,6.182380216,3.545776889,63.55123193,4.394338879,3.000272752,4.06097524,15.48625633,2.81843804,9.091735612,3.333636391,1.969876049,2.454768615,0.212140498,13.94066127,16.60757039,220.2018365,1.424371913,0.090917356,12.36476043,1.697123981,1.818347122,0.181834712,0.151528927,17.94102494,3.030578537,0.939479347,1.878958693,2.454768615,1.060702488,0.242446283,1.151619844,0.242446283,0.606115707,1.515289269,0.515198351,0.424280995,5.424735582,0.818256205,92.31142225,77.24944692,6.424826499,49.88332273,0.11864715,4.641941827,1.000090917,2.333545474,0.575809922,1.969876049,5.273206655,0.242446283,2.909355396,8.576537261,2.485074401,5.879322363,2.454768615,7.182471134,4.939843016,0.424280995,4.788314089,0.545504137,0.151528927,1.272842986,9.485710822,1.091008273,3.727611601
539,AM6,15.59243117,5.657670339,52.32668309,2.328036599,3.383774126,13.10197342,1.407650037,17.89339758,9.691129098,2.463387564,3.898107794,3.004791424,0.027070193,28.58612382,15.78192253,177.0661325,1.191088492,0.243631737,14.37427249,2.571668336,4.087599145,0.324842316,0.460193281,18.92206491,2.382176985,0.54140386,1.651281774,2.273896213,1.218158685,0.920386562,2.409247178,0.893316369,2.652878915,0.730895211,1.028667334,0.676754825,2.679949108,1.028667334,113.5053193,57.36173899,5.278687637,48.4015051,0.101702715,4.761610193,3.60033567,2.219755827,0.324842316,2.003194283,4.845564549,0.595544246,8.148128096,8.337619447,0.974526948,4.899704935,6.713407867,14.07650037,5.711810725,1.272299071,0.487263474,0.622614439,0,1.028667334,7.119460762,0.839175983,7.038250183
540,AM7,3.667826578,3.730524468,57.9641995,1.943634597,1.567447255,2.664660334,0,6.175742186,8.65230885,4.075362864,1.379353585,2.288472993,0.344838396,58.12094423,14.7340042,175.0838584,1.567447255,0.219442616,13.79353585,3.00949873,3.417035017,0.12539578,0.470234177,15.73717044,1.912285652,0.532932067,2.790056115,2.507915609,0.783723628,1.191259914,4.044013919,0.407536286,3.824571303,0.376187341,1.316655695,0.752374683,1.880936706,1.53609831,117.1196589,74.10890624,6.332486912,41.56870121,0.086961974,5.267975452,3.761873413,1.818238816,0.094046835,1.504749365,4.29480548,0.031348945,9.561428258,7.837236277,3.291639236,5.235273833,3.260290291,11.12887551,6.834070034,0.438885232,0,0.595629957,0.031348945,0.752374683,16.36414935,0.752374683,4.890435437
541,AM8,4.233932379,10.60006092,46.60371611,1.949436491,2.924154737,34.41973804,1.187937862,7.249466951,3.777033201,2.406335669,0.456899178,1.614377094,0.091379836,44.34968017,12.06213829,203.1678343,1.005178191,0.091379836,6.670727993,0.731038684,3.807493147,0.395979287,0.274139507,24.52025586,1.522997259,0.670118794,1.553457204,2.101736217,0.9442583,0.517819068,3.137374353,0.487359123,1.157477917,0.913798355,0.182759671,0.030459945,0.761498629,1.248857752,108.7420043,80.50563509,3.563813585,36.79561377,0.096618946,5.038503887,0.731038684,1.462077368,0.121839781,0.82241852,5.817849528,0.152299726,5.330490405,3.137374353,2.771855011,22.11392019,3.563813585,9.290283277,7.401766677,0,0.243679561,0.243679561,0,1.157477917,12.51903747,0.274139507,2.528175449
542,AM9,3.070881998,3.221908981,39.77043899,2.164720097,1.459927507,25.17116391,0.503423278,4.681836488,2.31574708,2.970197342,0.503423278,1.359242851,0,56.58477648,19.02939992,203.4333468,0.553765606,0,5.285944422,0.201369311,3.775674587,0.050342328,0.100684656,17.67015707,3.523962948,1.057188884,2.416431736,2.617801047,0.352396295,0.201369311,1.86266613,0.402738623,1.258558196,0.45308095,0.402738623,0.201369311,1.459927507,1.308900524,118.707209,97.96616996,2.970197342,28.9468385,0.130285944,5.283577128,1.006846557,1.560612163,0.151026983,0.805477245,4.077728554,0.151026983,3.47362062,2.164720097,1.913008458,24.16431736,3.725332259,8.608538059,6.997583568,0,0.100684656,0.503423278,0,1.15787354,17.3681031,0.553765606,3.674989932
543,AMA,2.378378378,2.738738739,33.44144144,1.441441441,2.882882883,27.38738739,0.288288288,5.765765766,4.468468468,1.153153153,0.576576577,0.576576577,0,52.32432432,12.9009009,211.6036036,0.504504505,0,7.279279279,0.792792793,2.882882883,0.288288288,0.144144144,20.68468468,1.225225225,1.009009009,1.72972973,2.09009009,0.648648649,0.216216216,2.810810811,0.720720721,0.648648649,1.153153153,0.072072072,0.216216216,0.648648649,0.936936937,105.3693694,99.38738739,3.459459459,26.88288288,0.149765766,5.203852834,0.864864865,0.648648649,0,0.792792793,3.531531532,0.144144144,3.531531532,2.09009009,2.666666667,38.55855856,3.171171171,8.288288288,6.846846847,0,1.369369369,0.216216216,0,1.801801802,15.56756757,1.009009009,2.378378378
544,AMB,81.59617255,9.042874793,30.51970243,6.519281828,5.204910491,19.45269578,11.1195815,45.16179911,14.11634815,3.0493415,7.54449147,6.650718961,0.07886228,4.942036224,17.19197708,144.7122841,0.657185668,0.052574853,12.88083909,2.102994138,0.604610815,0.105149707,1.025209642,16.35077942,3.075628927,0.341736547,0.893772509,3.338503194,0.657185668,0.105149707,0.499461108,0.105149707,0.525748534,0.736047948,1.261796483,0.262874267,3.417365474,0.683473095,76.65413633,33.59533135,5.809521306,59.54102153,0.061407429,4.177809654,0.131437134,2.050419284,0.604610815,1.130359349,5.520359612,0.630898241,3.0493415,5.073473358,0.946347362,7.045030362,10.43610841,19.50527063,5.441497332,0.893772509,17.32341421,0.709760522,0.026287427,0.683473095,5.730659026,1.051497069,10.51497069
545,AMC,63.0046726,12.07984324,18.99183911,3.854352835,5.620034022,40.6106673,3.574427769,18.49658707,7.601042183,2.347064017,2.73465257,3.251437308,0.064598092,16.12799035,9.108331001,180.5086023,1.033569475,0.064598092,14.14698219,2.368596714,4.457268362,0.58138283,0.452186645,14.59916884,1.57188691,0.968971383,1.787213884,1.57188691,0.301457764,1.378092634,1.701083095,0.753644409,1.614952305,1.765681187,0.710579014,1.184298357,1.464223423,0.947438686,103.5507418,57.25544239,5.210912771,58.43974075,0.128636334,4.507593099,1.614952305,2.562390991,0.775177106,3.100708426,4.328072178,0.344523158,6.244482246,3.81128744,1.593419608,3.595960466,5.986089877,15.22361706,3.423698887,1.636485002,3.272970005,0.366055856,0,0.559850132,6.610538102,2.454727504,6.847397774
546,AMD,1.469564545,1.740273803,66.74916854,5.25949416,2.28169232,5.240157785,12.201253,1.991646686,2.997138216,2.068992188,1.894964808,1.62425555,0,14.07688143,8.275968752,262.510635,2.14633769,0.077345502,17.75079279,6.806404208,0.676773146,0.154691005,0.135354629,7.695877485,1.102173409,1.31487354,2.010983061,2.919792714,0.406063887,0.17402738,1.856292057,0.096681878,0.792791399,0.734782272,0.17402738,0.560754892,2.28169232,0.696109521,93.62673061,80.59401346,6.05228556,39.23350607,0.073690927,4.759044127,0.696109521,0.986155155,0.135354629,2.301028695,4.389357259,0.116018254,3.731920489,4.466702761,1.179518911,4.698739268,1.295537165,5.974940057,2.378374198,0.096681878,2.62974708,0.522082141,0.096681878,0.715445897,14.90834558,1.759610179,2.030319437
547,AMG,8.950021197,4.380799849,60.22422158,1.578030053,3.014743982,5.676197654,0.282632248,11.51726412,4.781195534,2.14329455,1.507371991,2.025531113,0.235526874,44.9149748,13.54279523,190.2586085,1.530924679,0.211974186,11.63502756,1.554477366,3.909746102,0.400395685,0.094210749,10.64581469,0.989212869,0.329737623,2.802769796,3.674219228,3.83908804,0.918554807,0.989212869,0.329737623,2.708559047,0.730133308,0.730133308,0.494606435,1.318950492,2.614348297,131.6595224,93.9281172,4.969617033,51.69814876,0.100193132,5.211718057,3.156060106,1.978425738,0.188421499,1.931320364,4.263036412,0.047105375,9.562391069,7.183569645,0.777238683,2.473032173,3.956851477,10.59870931,3.438692355,1.625135428,0.117763437,0.023552687,0,0.942107494,8.219887889,0.847896745,4.2865891
548,AMH,7.492418386,4.638163763,45.07343759,3.448891003,2.616400071,4.162454659,1.248736398,7.611345662,4.697627401,1.664981864,0.89195457,1.070345484,0.059463638,38.17565559,11.41701849,263.8401617,1.902836416,0.29731819,10.88184575,1.129809122,2.319081881,0.29731819,0.237854552,15.63893679,1.427127312,1.248736398,3.211036451,2.675863709,0.535172742,1.070345484,2.735327347,0.416245466,1.18927276,0.356781828,0.059463638,0.237854552,1.664981864,0.654100018,118.4515669,74.09169293,4.994945591,36.92691919,0.156270441,5.183146583,1.664981864,1.308200036,0.475709104,1.664981864,3.686745555,0.118927276,5.530118333,3.686745555,2.200154605,5.767972885,4.519236487,9.276327526,4.043527383,0.237854552,0.832490932,0.535172742,0.178390914,0.832490932,13.55770946,0.59463638,2.556936433
549,AMK,17.92012619,7.711350143,46.75006024,3.242272219,2.453611409,2.234538962,0.438144895,11.19460205,9.420115232,4.315727211,2.234538962,2.278353451,0.175257958,36.65082043,9.288671764,194.7334984,1.226805705,0.328608671,14.67785397,2.694591101,4.250005477,1.423970907,0.37242316,14.23970907,1.270620194,0.766753565,1.555414376,2.015466515,0.153350713,1.905930291,2.278353451,0.613402852,1.380156418,1.467785397,0.963918768,0.810568055,2.256446207,1.796394068,118.2772143,88.83387736,6.331193726,45.93949219,0.104147041,5.072430998,2.847941814,2.453611409,0.197165203,1.905930291,4.907222819,0.153350713,5.914956076,4.009025785,2.146909983,4.885315574,9.858260127,9.617280435,5.761605363,0.722939076,0.109536224,0.197165203,0.021907245,0.854382544,8.609547177,1.686857844,5.914956076
550,AML,15.13941867,4.760637511,43.73281292,6.120819658,3.932700553,1.182767084,0.147845885,4.553653272,3.932700553,2.069842396,0.561814365,0.532245188,0,22.44300541,7.510570981,258.0206393,1.448889677,0.384399302,10.52662704,2.661225938,1.803719802,0.20698424,0.059138354,4.849345043,1.123628729,1.064490375,2.424672521,2.838641001,0.768798604,0.354830125,2.395103344,0.325260948,1.4193205,1.301043792,0.384399302,1.094059552,0.561814365,1.4193205,108.3118957,91.48703392,4.110115615,41.07158698,0.135278985,5.18703027,1.803719802,1.981134865,0.887075313,1.715012271,4.110115615,0.118276708,5.913835418,3.696147136,0.295691771,0.739229427,3.489162897,7.687986043,1.271474615,0.502676011,0.059138354,0.354830125,0,0.384399302,14.04535912,0.887075313,2.099411573
551,AMM,15.08429459,6.961982117,55.263577,3.52649421,5.028098196,2.434418583,0.136509453,13.400678,4.823334016,2.730189066,1.729119742,1.137578777,0.045503151,13.90121266,9.077878643,212.6134735,2.548176461,0.068254727,14.31074102,2.616431188,1.547107137,0.705298842,0.20476418,9.191636521,1.365094533,1.046572475,3.207972152,2.70743749,2.980456397,0.773553569,1.001069324,0.159261029,1.774622893,2.570928037,0.955566173,0.932814597,0.841808295,1.114827202,113.6441199,101.7450458,6.279434851,55.03606125,0.093053944,5.05284312,1.069324051,3.11696585,0.978317749,3.389984756,6.939230542,0.022751576,9.464655427,5.938161218,0.705298842,1.456100835,0.955566173,11.55780038,1.478852411,1.205833504,0,0.136509453,0.022751576,0.341273633,6.188428549,0.887311446,3.230723728
552,AMN,29.23485802,6.900732037,26.99678277,3.963258265,3.077353476,0.885904789,0.186506271,5.268802163,6.760852334,3.450366019,1.678556441,1.305543899,0.093253136,22.10099315,11.61001539,222.3621019,1.771809577,0.233132839,12.58917331,4.382897375,2.098195552,0.699398517,0.093253136,13.10206556,2.004942416,1.49205017,3.310486315,3.590245722,1.07241106,0.839278221,1.631929874,0.139879703,1.678556441,1.212290763,0.279759407,0.979157924,0.979157924,1.725183009,133.3986105,62.71273372,4.289644239,47.79223201,0.129155593,4.6890925,2.331328391,2.471208094,0.559518814,1.725183009,4.196391104,0.093253136,6.434466359,3.496992586,1.631929874,5.082295892,4.149764536,6.387839791,5.12892246,1.725183009,0,0.326385975,0,0.466265678,8.812421318,2.051568984,3.870005129
553,AMR,34.04353868,5.905511811,33.00138953,9.263547939,6.831866605,1.50532654,0,1.621120889,8.916164891,4.51597962,0.926354794,0.231588698,0,18.17971283,12.73737842,279.0643817,2.431681334,0.231588698,8.568781843,1.852709588,1.50532654,0,0,11.34784623,0.926354794,2.779064382,3.358036128,4.863362668,0.231588698,0.231588698,1.389532191,0.231588698,0.347383048,0.115794349,0.231588698,0.463177397,0.463177397,0.810560445,133.3950903,44.58082446,1.621120889,42.84390922,0.190944882,4.720421909,0.115794349,1.621120889,0.578971746,1.042149143,3.705419176,0.231588698,6.252894859,2.200092635,0.463177397,2.200092635,1.157943492,10.88466883,0.926354794,1.157943492,0.810560445,0.231588698,0,0,4.51597962,0.347383048,1.852709588
554,AMS,8.889923202,4.514777752,68.16383523,5.399115662,3.374447289,3.420991389,0.279264603,10.12334187,8.564114498,3.44426344,1.000698162,2.373749127,0.162904352,14.89411217,6.865254829,204.0260647,1.72213172,0.186176402,13.56760531,2.280660926,2.722829881,0.372352804,0.325808704,12.17128229,1.186874564,0.791249709,1.535955318,1.000698162,4.282057249,0.90760996,0.581801257,0.255992553,1.489411217,2.653013731,1.838491971,1.419595066,1.931580172,0.86106586,110.2862462,73.33023039,6.213637421,65.6039097,0.091691878,4.816760712,4.32860135,3.258087037,0.767977659,3.188270887,7.121247382,0.302536653,5.980916919,6.167093321,1.070514312,2.978822434,1.954852222,7.679776588,2.373749127,1.373050966,0,0.465441005,0,0.605073307,7.423784035,1.000698162,4.468233651
555,AMT,10.61692191,5.539263604,64.46182253,3.557076138,1.955034213,13.41370696,1.574888672,16.26479852,10.83414793,3.149777343,4.263060715,3.176930596,0.352992288,28.13077007,8.98772673,172.7218421,1.167589877,0.135766265,15.77603997,3.85576192,8.553274682,0.814597589,0.244379277,17.64961442,0.515911806,0.651678071,2.090800478,1.520582166,1.873574454,3.448463126,2.036493972,1.357662648,3.882915173,0.950363854,1.031823612,0.678831324,2.742478549,1.031823612,116.1073097,58.46095362,6.489627457,42.87498642,0.077984143,4.653341527,4.208754209,1.955034213,0.135766265,1.357662648,4.317367221,0.081459759,8.743347453,10.18246986,2.633865537,5.294884327,12.43618986,20.63647225,4.996198545,1.086130118,1.058976865,0.678831324,0,1.086130118,6.734006734,2.823938308,8.44466167
556,AMU,75.91599643,10.47810545,14.90169794,6.367292225,2.770330652,5.384271671,5.853440572,56.21090259,7.149240393,0.82663092,2.412868633,2.971403038,0.111706881,8.35567471,18.02949062,192.4486148,0.335120643,0,10.61215371,1.966041108,2.18945487,0.402144772,0.134048257,11.03663986,5.27256479,0.670241287,2.457551385,4.691689008,0.915996425,0.737265416,0.268096515,0.223413762,1.027703307,0.424486148,0.469168901,0.513851653,2.256478999,1.787310098,98.23503128,44.12421805,4.423592493,47.47542449,0.090214477,4.323976367,0.35746202,1.988382484,0.938337802,0.335120643,2.167113494,0.580875782,1.54155496,3.239499553,0.781948168,5.183199285,4.736371761,15.4155496,2.658623771,0.513851653,8.109919571,0.156389634,0,0.223413762,4.781054513,2.301161752,5.160857909
557,AMW,8.247896951,3.614616193,47.1214511,4.00893796,2.464511041,11.00814932,19.71608833,3.023133544,3.154574132,1.807308097,2.990273396,2.070189274,0,27.0767613,10.61382755,235.6729758,0.624342797,0.032860147,11.50105152,2.891692955,1.314405889,0.164300736,0.131440589,11.50105152,1.150105152,1.380126183,3.483175605,3.877497371,0.262881178,0.328601472,1.577287066,0.525762355,0.952944269,0.492902208,0.131440589,0.164300736,3.713196635,1.314405889,109.818612,75.77549947,5.520504732,37.59200841,0.115076236,4.778003772,1.380126183,1.051524711,0.328601472,1.380126183,5.060462671,0.328601472,5.126182965,4.699001052,1.643007361,7.459253417,3.318874869,11.40247108,3.088853838,0,5.619085174,0.82150368,0.032860147,0.82150368,16.33149317,1.150105152,4.173238696
